Age,Gender,DistanceFromHome,EmpEducationLevel,EmpEnvironmentSatisfaction,EmpHourlyRate,EmpJobInvolvement,EmpJobLevel,EmpJobSatisfaction,NumCompaniesWorked,OverTime,EmpLastSalaryHikePercent,EmpRelationshipSatisfaction,TotalWorkExperienceInYears,TrainingTimesLastYear,EmpWorkLifeBalance,ExperienceYearsAtThisCompany,ExperienceYearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Attrition,PerformanceRating,CompanyExperienceShare,RoleStabilityScore,EducationBackground_grouped,EmpDepartment_grouped,EmpJobRole_grouped,CommuteCategory_Moderate,CommuteCategory_Far,MaritalStatus_Married,MaritalStatus_Single,PromotionWaitTime_Moderate,PromotionWaitTime_Long,BusinessTravelFrequency_Travel_Frequently,BusinessTravelFrequency_Travel_Rarely
30,1,22,3,1,48,3,1,3,4,1,11,2,7,2,3,5,2,0,1,1,3,0.7142857142857143,0.4,Life Sciences,Development,Developer,False,True,True,False,False,False,False,True
50,0,24,3,4,95,3,4,3,3,1,18,4,22,2,3,12,11,1,5,0,3,0.5454545454545454,0.9166666666666666,Life Sciences,Development,Developer,False,True,True,False,False,False,False,True
38,0,10,1,3,66,3,1,3,0,0,17,2,3,0,2,2,1,0,2,0,3,0.6666666666666666,0.5,Medical,Research & Development,Senior Manager R&D,True,False,True,False,False,False,True,False
35,0,14,4,3,39,2,1,2,1,1,24,4,5,2,1,4,2,0,2,1,3,0.8,0.5,Other,Research & Development,Laboratory Technician,True,False,False,False,False,False,False,True
31,1,1,1,3,96,3,2,1,1,0,12,3,4,1,3,4,3,0,3,0,3,1.0,0.75,Life Sciences,Research & Development,Manufacturing Director,False,False,True,False,False,False,True,False
18,0,5,2,2,73,3,1,4,1,0,15,4,0,2,3,0,0,0,0,0,3,0.0,0.0,Life Sciences,Research & Development,Research Scientist,False,False,False,True,False,False,False,False
54,1,17,3,3,56,3,3,3,8,0,11,3,22,2,3,10,7,0,8,0,3,0.45454545454545453,0.7,Other,Research & Development,Senior Manager R&D,False,True,True,False,False,False,False,True
35,1,25,4,3,57,3,3,3,1,1,11,3,16,3,2,16,10,10,1,0,3,1.0,0.625,Medical,Research & Development,Healthcare Representative,False,True,False,False,False,True,False,True
30,1,8,2,2,73,4,3,1,0,1,12,3,9,4,2,8,7,1,7,0,2,0.8888888888888888,0.875,Life Sciences,Research & Development,Research Director,True,False,True,False,False,False,False,True
26,0,2,2,4,32,4,2,4,1,0,12,2,8,2,3,8,7,1,3,0,3,1.0,0.875,Medical,Research & Development,Senior Manager R&D,False,False,True,False,False,False,False,True
22,0,8,1,2,94,1,1,1,1,0,15,1,4,3,2,4,3,1,1,0,2,1.0,0.75,Life Sciences,Research & Development,Laboratory Technician,True,False,True,False,False,False,False,True
48,0,6,3,1,97,2,2,3,2,0,13,4,19,0,3,2,2,2,2,0,2,0.10526315789473684,1.0,Life Sciences,Research & Development,Healthcare Representative,True,False,False,True,True,False,False,True
48,0,4,4,3,78,2,3,3,7,0,14,2,27,3,3,15,11,4,8,0,3,0.5555555555555556,0.7333333333333333,Life Sciences,Research & Development,Senior Manager R&D,False,False,False,True,True,False,False,True
41,1,7,2,4,42,3,2,3,6,0,14,2,8,6,3,2,2,2,1,0,3,0.25,1.0,Medical,Research & Development,Manufacturing Director,True,False,False,True,True,False,False,True
39,1,1,1,4,65,2,4,4,1,0,16,3,21,3,3,21,6,11,8,0,3,1.0,0.2857142857142857,Life Sciences,Research & Development,Manufacturing Director,False,False,True,False,False,True,False,True
27,1,2,4,1,47,3,2,4,0,0,18,2,4,2,3,3,2,2,2,0,2,0.75,0.6666666666666666,Life Sciences,Research & Development,Senior Manager R&D,False,False,True,False,True,False,False,True
35,0,10,3,2,45,3,1,4,1,0,20,1,3,4,2,3,2,1,2,0,2,1.0,0.6666666666666666,Other,Research & Development,Laboratory Technician,True,False,False,False,False,False,False,True
42,0,5,2,4,90,3,5,3,6,0,13,2,21,3,4,1,0,0,0,0,4,0.047619047619047616,0.0,Marketing,Sales,Manager,False,False,True,False,False,False,False,True
50,0,9,3,1,64,3,1,4,4,0,18,2,8,5,3,1,0,0,0,0,3,0.125,0.0,Life Sciences,Research & Development,Laboratory Technician,True,False,True,False,False,False,False,True
59,1,2,3,3,69,2,4,4,3,1,13,1,30,4,3,5,3,4,3,0,3,0.16666666666666666,0.6,Life Sciences,Research & Development,Manufacturing Director,False,False,False,True,True,False,False,True
55,0,18,4,3,62,3,2,2,3,1,14,4,17,3,3,8,7,6,7,0,3,0.47058823529411764,0.875,Medical,Research & Development,Healthcare Representative,False,True,True,False,False,True,True,False
41,1,7,1,2,55,1,5,3,1,0,22,2,21,3,3,21,16,5,10,0,2,1.0,0.7619047619047619,Life Sciences,Research & Development,Research Director,True,False,False,False,False,True,False,False
38,0,3,4,2,42,3,2,4,8,1,12,3,19,1,3,1,0,0,0,0,3,0.05263157894736842,0.0,Life Sciences,Sales,Sales Executive,False,False,False,True,False,False,False,True
26,0,29,2,2,79,1,2,1,8,0,18,4,7,6,3,2,2,2,2,1,2,0.2857142857142857,1.0,Medical,Sales,Sales Executive,False,True,False,True,True,False,False,False
52,1,2,1,1,57,1,5,4,1,0,15,4,33,3,3,32,14,6,9,1,2,0.9696969696969697,0.4375,Marketing,Sales,Manager,False,False,True,False,False,True,False,True
44,1,28,3,4,53,4,4,4,3,1,18,3,23,2,3,12,11,11,11,0,3,0.5217391304347826,0.9166666666666666,Medical,Sales,Sales Executive,False,True,True,False,False,True,False,True
50,1,1,3,4,95,3,2,3,0,0,12,1,19,3,3,18,7,0,13,0,3,0.9473684210526315,0.3888888888888889,Life Sciences,Sales,Sales Executive,False,False,True,False,False,False,False,False
39,1,22,3,4,82,3,3,1,1,1,13,3,21,2,3,21,6,2,8,0,3,1.0,0.2857142857142857,Medical,Research & Development,Manufacturing Director,False,True,False,True,True,False,True,False
33,1,8,1,2,88,2,1,4,0,0,19,4,3,2,2,2,2,2,2,0,2,0.6666666666666666,1.0,Life Sciences,Sales,Sales Representative,True,False,False,True,True,False,False,False
45,1,11,2,4,90,3,4,4,3,0,13,2,26,4,4,9,3,1,1,0,3,0.34615384615384615,0.3333333333333333,Life Sciences,Sales,Manager,True,False,True,False,False,False,False,True
32,1,29,4,4,69,3,1,3,9,0,12,2,10,2,3,8,7,7,7,0,3,0.8,0.875,Medical,Research & Development,Senior Manager R&D,False,True,False,True,False,True,False,False
34,0,1,4,2,75,4,2,4,0,0,11,4,16,2,2,15,1,0,9,0,3,0.9375,0.06666666666666667,Marketing,Sales,Sales Executive,False,False,False,False,False,False,False,True
59,0,1,2,2,66,3,3,4,3,1,14,3,14,1,1,6,4,0,4,0,3,0.42857142857142855,0.6666666666666666,Other,Sales,Manager,False,False,True,False,False,False,False,True
45,0,24,4,2,36,3,1,2,1,0,16,1,6,3,3,6,3,0,4,0,3,1.0,0.5,Medical,SmallDepts,Human Resources,False,True,False,True,False,False,False,True
36,0,15,3,1,81,3,2,3,7,0,14,2,9,3,2,1,0,0,0,1,3,0.1111111111111111,0.0,Other,Research & Development,Laboratory Technician,True,False,False,False,False,False,False,True
26,0,2,3,1,57,3,1,1,6,1,14,2,6,2,3,3,2,1,2,1,2,0.5,0.6666666666666666,Life Sciences,Research & Development,Research Scientist,False,False,True,False,False,False,True,False
28,0,10,1,4,74,3,1,2,1,0,22,2,1,5,3,1,0,0,0,0,4,1.0,0.0,Medical,Sales,Sales Representative,True,False,True,False,False,False,False,True
38,0,3,4,3,44,3,1,3,3,0,16,1,8,2,3,2,2,2,2,0,3,0.25,1.0,Other,Research & Development,Senior Manager R&D,False,False,True,False,True,False,True,False
50,0,2,4,2,62,3,5,3,2,1,11,4,29,2,2,8,1,7,7,0,3,0.27586206896551724,0.125,Medical,Research & Development,Senior Manager R&D,False,False,True,False,False,True,False,True
37,1,3,3,4,35,3,2,2,3,0,15,1,8,3,2,4,3,0,1,0,3,0.5,0.75,Other,Research & Development,Healthcare Representative,False,False,False,True,False,False,False,True
40,0,26,3,3,74,3,2,1,1,0,14,2,8,3,2,7,7,7,5,0,3,0.875,1.0,Marketing,Sales,Sales Executive,False,True,True,False,False,True,False,True
26,1,1,1,1,66,2,1,3,1,0,13,3,5,5,3,5,3,1,3,0,2,1.0,0.6,Medical,Research & Development,Research Scientist,False,False,False,False,False,False,True,False
54,1,2,4,3,41,2,3,3,6,0,11,2,13,4,3,9,4,7,0,0,3,0.6923076923076923,0.4444444444444444,Life Sciences,Sales,Sales Executive,False,False,True,False,False,True,False,True
56,1,9,3,1,63,3,1,3,2,0,19,2,18,4,3,5,4,0,3,0,3,0.2777777777777778,0.8,Medical,Research & Development,Senior Manager R&D,True,False,True,False,False,False,True,False
36,1,12,5,4,51,2,3,4,0,0,11,2,15,2,2,14,8,7,8,0,3,0.9333333333333333,0.5714285714285714,Medical,Research & Development,Manufacturing Director,True,False,False,True,False,True,False,True
55,0,2,1,3,40,2,4,1,7,0,15,2,31,3,4,9,7,6,2,0,4,0.2903225806451613,0.7777777777777778,Medical,Research & Development,Manager,False,False,False,True,False,True,False,False
43,0,25,3,3,79,2,3,4,5,0,13,3,18,5,3,1,0,0,0,0,3,0.05555555555555555,0.0,Medical,Sales,Sales Executive,False,True,False,False,False,False,False,True
20,1,9,3,4,54,3,1,4,1,1,14,2,2,3,3,2,2,0,2,1,3,1.0,1.0,Marketing,Sales,Sales Representative,True,False,False,True,False,False,True,False
21,1,10,3,3,36,2,1,1,1,0,13,1,1,6,2,1,0,1,0,1,3,1.0,0.0,Life Sciences,Research & Development,Senior Manager R&D,True,False,False,True,False,False,False,True
46,1,8,4,4,74,2,2,1,8,1,23,1,19,2,3,16,13,1,7,0,4,0.8421052631578947,0.8125,Life Sciences,Research & Development,Senior Manager R&D,True,False,False,False,False,False,False,True
28,0,24,2,2,72,2,3,1,1,0,12,1,10,2,2,10,7,1,9,1,2,1.0,0.7,Other,Research & Development,Senior Manager R&D,False,True,False,True,False,False,False,False
26,0,1,2,1,59,2,1,1,1,0,16,1,6,2,3,5,3,1,3,0,2,0.8333333333333334,0.6,Medical,Research & Development,Laboratory Technician,False,False,True,False,False,False,False,True
30,0,20,3,3,85,3,2,1,0,0,15,3,7,1,2,6,2,0,2,0,3,0.8571428571428571,0.3333333333333333,Other,Research & Development,Senior Manager R&D,False,True,True,False,False,False,False,True
38,1,17,1,3,65,2,3,3,0,0,18,1,20,4,2,19,9,1,9,0,3,0.95,0.47368421052631576,Life Sciences,Research & Development,Healthcare Representative,False,True,True,False,False,False,False,True
40,0,20,4,1,61,3,3,4,4,0,20,4,14,6,3,11,10,11,1,0,2,0.7857142857142857,0.9090909090909091,Other,Research & Development,Senior Manager R&D,False,True,True,False,False,True,False,True
27,0,8,5,1,87,1,1,3,1,0,19,4,3,4,3,3,2,1,2,0,2,1.0,0.6666666666666666,Life Sciences,Research & Development,Senior Manager R&D,True,False,True,False,False,False,False,False
55,0,2,1,4,65,3,3,2,3,0,18,2,23,4,3,3,2,1,2,0,3,0.13043478260869565,0.6666666666666666,Life Sciences,Research & Development,Manager R&D,False,False,True,False,False,False,True,False
44,0,1,2,2,91,2,3,1,9,0,14,4,24,1,3,20,6,3,6,1,2,0.8333333333333334,0.3,Medical,SmallDepts,Human Resources,False,False,True,False,True,False,False,True
33,1,29,4,1,54,2,2,3,1,0,22,2,14,4,3,13,7,3,8,1,2,0.9285714285714286,0.5384615384615384,Medical,Research & Development,Research Scientist,False,True,False,True,True,False,True,False
34,0,3,1,1,45,3,2,4,0,0,17,3,7,1,2,6,2,0,4,0,3,0.8571428571428571,0.3333333333333333,Life Sciences,Research & Development,Healthcare Representative,False,False,False,True,False,False,True,False
25,0,4,1,4,32,3,1,4,1,1,15,2,7,3,4,7,7,5,6,1,3,1.0,1.0,Other,Research & Development,Manager R&D,False,False,True,False,False,True,False,True
26,0,21,3,1,37,3,1,3,1,0,20,3,1,0,2,1,1,0,0,1,4,1.0,1.0,Medical,Research & Development,Manager R&D,False,True,False,False,False,False,False,True
42,0,2,2,4,35,3,4,1,0,0,17,4,23,3,3,22,6,13,7,0,3,0.9565217391304348,0.2727272727272727,Medical,Research & Development,Manager,False,False,True,False,False,True,False,True
28,0,1,3,1,45,2,1,2,1,0,15,1,1,2,3,1,0,0,0,1,3,1.0,0.0,Medical,Research & Development,Manager R&D,False,False,False,False,False,False,True,False
50,0,1,4,4,81,3,2,3,3,1,14,4,5,4,3,0,0,0,0,1,3,0.0,0.0,Other,Sales,Sales Executive,False,False,False,True,False,False,True,False
33,1,7,3,4,30,3,2,2,0,0,17,3,4,3,3,3,2,0,2,0,3,0.75,0.6666666666666666,Life Sciences,Sales,Sales Executive,True,False,True,False,False,False,True,False
34,0,3,4,3,40,2,1,4,3,0,17,4,6,2,3,0,0,0,0,0,3,0.0,0.0,Life Sciences,Research & Development,Research Scientist,False,False,True,False,False,False,False,False
48,0,1,4,1,35,4,4,4,2,0,22,3,27,3,2,5,4,2,1,0,2,0.18518518518518517,0.8,Medical,Research & Development,Manager R&D,False,False,False,True,True,False,False,False
45,1,9,4,2,65,2,2,3,1,0,13,4,15,2,3,15,10,4,12,0,2,1.0,0.6666666666666666,Life Sciences,Sales,Sales Executive,True,False,True,False,True,False,False,False
52,0,7,4,2,87,3,3,2,7,0,19,4,18,4,3,8,6,4,0,0,2,0.4444444444444444,0.75,Life Sciences,Research & Development,Healthcare Representative,True,False,False,True,True,False,False,True
38,0,10,4,3,73,2,3,3,0,1,14,2,9,2,3,8,7,2,7,0,3,0.8888888888888888,0.875,Marketing,Sales,Sales Executive,True,False,False,False,True,False,False,True
29,1,28,4,3,93,3,1,4,4,0,22,1,11,1,3,7,5,1,7,0,4,0.6363636363636364,0.7142857142857143,Life Sciences,Research & Development,Manager R&D,False,True,False,False,False,False,False,True
28,1,3,3,4,93,3,3,2,0,0,17,2,10,3,2,9,7,1,7,0,3,0.9,0.7777777777777778,Medical,Research & Development,Manufacturing Director,False,False,False,False,False,False,False,True
46,0,3,1,1,52,3,4,3,3,0,12,4,23,3,3,12,9,4,9,0,2,0.5217391304347826,0.75,Marketing,Sales,Manager,False,False,True,False,True,False,False,True
38,0,2,2,4,32,3,3,2,7,0,16,3,10,2,3,1,0,0,0,0,3,0.1,0.0,Marketing,Sales,Sales Executive,False,False,False,True,False,False,False,True
39,0,2,3,1,84,3,4,4,7,0,11,4,21,4,3,18,7,11,5,1,2,0.8571428571428571,0.3888888888888889,Life Sciences,Research & Development,Healthcare Representative,False,False,False,False,False,True,True,False
40,0,14,3,3,44,2,5,3,1,0,14,1,21,2,4,20,7,4,9,0,3,0.9523809523809523,0.35,Medical,Research & Development,Manager R&D,True,False,False,True,True,False,False,True
39,0,9,3,3,70,3,2,2,9,0,15,3,9,2,2,5,4,0,3,0,3,0.5555555555555556,0.8,Life Sciences,Research & Development,Laboratory Technician,True,False,False,True,False,False,False,False
36,0,18,4,1,78,3,2,4,2,0,20,1,18,0,3,11,9,0,9,0,3,0.6111111111111112,0.8181818181818182,Life Sciences,Research & Development,Manufacturing Director,False,True,False,True,False,False,False,False
31,0,20,3,3,67,4,1,4,0,0,12,1,3,4,3,2,2,2,2,0,3,0.6666666666666666,1.0,Life Sciences,Sales,Sales Representative,False,True,True,False,True,False,True,False
28,0,2,1,1,67,2,1,2,0,0,17,1,6,2,1,5,3,0,4,0,3,0.8333333333333334,0.6,Life Sciences,Research & Development,Manager R&D,False,False,True,False,False,False,False,True
35,0,11,2,4,54,3,2,4,1,0,11,4,5,3,3,5,2,0,2,0,3,1.0,0.4,Marketing,Sales,Sales Executive,True,False,False,False,False,False,True,False
49,0,8,4,4,56,2,4,2,6,0,17,2,22,3,3,9,8,2,3,0,3,0.4090909090909091,0.8888888888888888,Other,Sales,Sales Executive,True,False,True,False,True,False,False,True
34,0,2,2,4,95,3,2,3,2,0,11,4,5,3,2,3,2,0,2,0,3,0.6,0.6666666666666666,Life Sciences,Research & Development,Manager R&D,False,False,False,True,False,False,True,False
29,1,10,3,4,61,3,1,2,0,0,14,4,8,2,2,7,5,1,1,0,3,0.875,0.7142857142857143,Life Sciences,Research & Development,Research Scientist,True,False,False,False,False,False,True,False
42,0,29,3,2,56,1,2,4,4,0,19,1,16,3,3,1,0,0,0,0,3,0.0625,0.0,Medical,Research & Development,Laboratory Technician,False,True,False,True,False,False,False,True
29,0,8,1,2,79,2,2,4,1,1,15,3,10,2,2,10,7,1,2,0,2,1.0,0.7,Medical,Research & Development,Manufacturing Director,True,False,True,False,False,False,False,True
28,0,6,3,3,39,2,1,3,1,1,14,4,3,2,3,3,1,0,2,0,3,1.0,0.3333333333333333,Life Sciences,Research & Development,Research Scientist,True,False,False,False,False,False,True,False
18,0,8,1,3,80,3,1,3,1,0,12,4,0,0,3,0,0,0,0,1,3,0.0,0.0,Medical,Research & Development,Laboratory Technician,True,False,False,True,False,False,False,False
33,1,9,4,1,77,3,2,1,0,1,17,1,6,3,3,5,2,0,3,1,3,0.8333333333333334,0.4,Marketing,Sales,Sales Executive,True,False,False,True,False,False,False,True
41,0,12,4,2,46,3,1,4,3,1,11,1,6,4,3,1,0,0,0,0,3,0.16666666666666666,0.0,Life Sciences,Research & Development,Laboratory Technician,True,False,True,False,False,False,False,True
31,0,15,3,3,72,3,1,3,1,0,12,3,2,5,2,2,2,2,2,1,3,1.0,1.0,Medical,Research & Development,Laboratory Technician,True,False,True,False,True,False,True,False
37,1,25,2,3,52,2,2,4,7,0,13,3,9,2,3,6,2,1,3,0,3,0.6666666666666666,0.3333333333333333,Medical,Research & Development,Healthcare Representative,False,True,False,False,False,False,False,True
27,0,6,3,4,55,2,1,3,1,0,13,3,4,0,3,4,2,2,2,0,3,1.0,0.5,Life Sciences,Research & Development,Research Scientist,True,False,True,False,True,False,False,True
34,1,9,1,2,70,3,2,3,1,0,20,1,6,3,2,6,5,1,3,0,2,1.0,0.8333333333333334,Life Sciences,Sales,Sales Executive,True,False,True,False,False,False,False,True
35,0,8,4,3,100,3,1,3,1,0,17,2,6,2,1,5,4,1,4,0,2,0.8333333333333334,0.8,Other,SmallDepts,Human Resources,True,False,False,True,False,False,False,True
29,1,23,1,4,45,2,3,1,1,0,13,1,11,3,1,11,8,3,10,1,2,1.0,0.7272727272727273,Life Sciences,Sales,Sales Executive,False,True,True,False,True,False,False,True
40,1,9,4,2,88,3,3,3,9,0,17,3,20,3,2,18,7,2,13,0,2,0.9,0.3888888888888889,Medical,Research & Development,Research Director,True,False,False,True,True,False,True,False
42,0,12,3,3,44,3,4,1,0,1,12,2,22,2,2,21,9,13,14,1,3,0.9545454545454546,0.42857142857142855,Life Sciences,Sales,Sales Executive,True,False,False,True,False,True,True,False
42,0,4,4,2,45,3,2,1,7,0,13,4,9,3,4,6,4,1,5,0,4,0.6666666666666666,0.6666666666666666,Marketing,Sales,Sales Executive,False,False,False,True,False,False,False,True
24,0,24,3,4,49,3,1,2,8,0,22,4,6,2,3,4,3,1,2,0,4,0.6666666666666666,0.75,Medical,Research & Development,Laboratory Technician,False,True,False,True,False,False,False,True
28,1,12,1,3,79,3,1,4,1,1,11,4,1,4,2,1,1,0,0,1,3,1.0,1.0,Life Sciences,Research & Development,Manager R&D,True,False,True,False,False,False,False,True
26,0,3,4,1,82,4,1,4,1,0,22,2,8,2,3,8,7,0,7,0,3,1.0,0.875,Medical,Research & Development,Manager R&D,False,False,True,False,False,False,False,True
30,0,10,3,3,72,2,2,3,1,0,18,1,10,3,3,10,3,1,4,0,3,1.0,0.3,Marketing,Sales,Sales Executive,True,False,True,False,False,False,False,True
40,1,26,2,3,92,2,2,4,3,1,13,4,16,3,1,1,1,0,0,0,3,0.0625,1.0,Medical,Research & Development,Research Scientist,False,True,True,False,False,False,True,False
35,0,2,3,3,44,2,3,2,2,0,18,2,15,2,4,7,7,6,4,0,3,0.4666666666666667,1.0,Life Sciences,Research & Development,Manufacturing Director,False,False,False,False,False,True,False,True
34,0,1,3,4,97,2,2,1,0,0,20,3,14,3,3,13,9,4,9,0,4,0.9285714285714286,0.6923076923076923,Medical,Research & Development,Healthcare Representative,False,False,False,True,True,False,True,False
35,0,4,4,4,47,2,1,4,1,0,13,2,2,2,4,2,2,2,2,0,3,1.0,1.0,Other,Research & Development,Laboratory Technician,False,False,True,False,True,False,True,False
43,1,9,3,1,85,1,2,3,8,0,13,2,7,2,2,4,3,1,3,1,2,0.5714285714285714,0.75,Marketing,Sales,Sales Executive,True,False,False,True,False,False,False,True
32,1,2,1,3,76,3,1,1,1,0,12,3,1,3,3,1,0,0,0,0,3,1.0,0.0,Life Sciences,Sales,Sales Representative,False,False,False,False,False,False,False,False
56,1,4,4,4,92,3,5,1,4,0,13,4,28,2,3,5,2,4,2,0,3,0.17857142857142858,0.4,Other,Research & Development,Manager,False,False,False,False,True,False,False,True
29,1,6,1,2,54,3,1,4,1,0,13,1,10,5,3,10,8,0,8,0,3,1.0,0.8,Medical,Research & Development,Manager R&D,True,False,True,False,False,False,False,True
19,0,9,2,3,54,3,1,1,1,0,25,3,1,4,3,1,1,0,0,0,4,1.0,1.0,Life Sciences,Research & Development,Research Scientist,True,False,False,True,False,False,False,True
45,1,7,3,1,83,3,1,3,4,1,19,3,7,2,2,3,2,0,2,0,3,0.42857142857142855,0.6666666666666666,Medical,Research & Development,Manager R&D,True,False,True,False,False,False,False,True
37,1,1,3,4,56,2,2,4,1,0,13,2,14,2,2,14,8,3,11,0,3,1.0,0.5714285714285714,Life Sciences,Research & Development,Manufacturing Director,False,False,True,False,True,False,False,True
44,0,10,4,3,96,3,1,3,1,1,11,3,6,4,3,6,4,0,2,1,3,1.0,0.6666666666666666,Life Sciences,Research & Development,Manager R&D,True,False,False,True,False,False,False,True
53,1,7,2,4,50,3,5,3,3,0,18,2,26,6,3,7,7,4,7,0,3,0.2692307692307692,1.0,Medical,Research & Development,Manager R&D,True,False,False,False,True,False,False,True
22,0,3,4,3,48,2,1,4,0,1,11,2,1,5,3,0,0,0,0,1,3,0.0,0.0,Life Sciences,Research & Development,Manager R&D,False,False,True,False,False,False,True,False
46,1,2,3,3,69,3,4,1,8,0,23,1,28,2,3,26,15,15,9,0,4,0.9285714285714286,0.5769230769230769,Marketing,Sales,Manager,False,False,True,False,False,True,False,True
44,0,17,3,4,74,1,1,3,2,0,13,4,6,3,3,0,0,0,0,0,3,0.0,0.0,Life Sciences,Research & Development,Research Scientist,False,True,False,True,False,False,False,False
33,0,2,3,2,99,3,1,3,1,0,13,4,5,2,3,5,4,1,4,0,2,1.0,0.8,Other,SmallDepts,Human Resources,False,False,True,False,False,False,False,True
30,0,29,4,3,61,3,2,1,8,0,19,3,8,3,3,4,3,0,3,0,3,0.5,0.75,Life Sciences,Sales,Sales Executive,False,True,False,False,False,False,False,True
40,0,2,4,2,62,3,2,2,5,0,12,4,5,2,3,0,0,0,0,0,3,0.0,0.0,Medical,Sales,Sales Executive,False,False,True,False,False,False,True,False
50,1,2,3,4,30,3,4,1,2,0,22,3,32,3,3,2,2,2,2,0,4,0.0625,1.0,Medical,Research & Development,Manager R&D,False,False,True,False,True,False,True,False
46,0,15,2,4,52,3,5,2,5,0,11,1,25,2,3,4,2,0,3,0,3,0.16,0.5,Life Sciences,Research & Development,Manager R&D,True,False,True,False,False,False,False,True
35,0,17,4,3,94,3,2,1,3,1,15,4,15,2,3,7,7,1,7,0,3,0.4666666666666667,1.0,Life Sciences,Sales,Sales Executive,False,True,True,False,False,False,False,True
24,1,17,2,4,97,3,1,2,1,0,13,1,1,3,1,1,0,0,0,1,3,1.0,0.0,Life Sciences,Research & Development,Laboratory Technician,False,True,True,False,False,False,False,True
33,1,25,3,2,82,3,2,3,1,0,12,1,10,3,2,10,7,0,1,0,3,1.0,0.7,Medical,Sales,Sales Executive,False,True,True,False,False,False,True,False
36,0,6,4,3,60,1,1,3,1,0,14,3,7,4,3,7,7,1,7,0,3,1.0,1.0,Life Sciences,Research & Development,Laboratory Technician,True,False,False,False,False,False,False,True
44,0,29,4,4,32,3,2,4,1,0,25,2,20,3,3,20,11,13,17,0,4,1.0,0.55,Other,Research & Development,Research Scientist,False,True,False,True,False,True,False,True
42,0,2,5,4,79,4,2,1,7,0,16,1,10,3,4,4,3,0,3,0,4,0.4,0.75,Medical,SmallDepts,Human Resources,False,False,True,False,False,False,False,False
32,1,13,3,3,77,2,1,2,1,0,20,3,2,2,3,2,2,2,2,0,4,1.0,1.0,Other,Research & Development,Laboratory Technician,True,False,True,False,True,False,True,False
32,1,2,2,4,38,3,2,3,4,1,14,4,10,2,3,8,7,0,7,0,3,0.8,0.875,Life Sciences,Research & Development,Manager R&D,False,False,False,True,False,False,True,False
36,1,1,3,3,77,1,3,1,2,1,21,3,17,2,3,7,7,7,7,0,4,0.4117647058823529,1.0,Other,Research & Development,Manufacturing Director,False,False,False,False,False,True,False,True
33,0,9,3,1,60,3,1,4,0,0,13,2,15,5,3,14,10,4,10,0,2,0.9333333333333333,0.7142857142857143,Medical,Research & Development,Research Scientist,True,False,True,False,True,False,False,True
25,0,10,4,3,57,3,2,4,0,0,14,2,5,4,3,4,3,1,1,0,3,0.8,0.75,Life Sciences,Sales,Sales Executive,True,False,False,True,False,False,False,True
42,1,26,5,1,60,3,3,1,3,1,17,3,20,6,3,1,0,0,0,0,3,0.05,0.0,Medical,Research & Development,Research Director,False,True,True,False,False,False,True,False
